model,repeat,arm,scoring,micro_f1,exact_match,fixed_reference_recall,fixed_tp,fixed_fp,fixed_fn,fixed_evaluated
google/gemma-3-4b-it,3,all_verbs,set,0.3916083916083916,0.22816901408450704,0.6310975609756098,207,601,121,355
google/gemma-3-4b-it,3,context_pos,unique_position,0.24489795918367346,0.22816901408450704,0.35365853658536583,116,692,212,355
google/gemma-3-4b-it,3,context_pos,set,0.40594925634295714,0.23661971830985915,0.6554878048780488,215,593,113,355
google/gemma-3-4b-it,3,additive_pos,unique_position,0.1555232558139535,0.16056338028169015,0.2926829268292683,96,966,232,355
google/gemma-3-4b-it,3,additive_pos,set,0.3488205861329521,0.16901408450704225,0.698170731707317,229,833,99,355
google/gemma-3-4b-it,4,baseline,unique_position,0.1847246891651865,0.16901408450704225,0.28484848484848485,94,718,236,355
google/gemma-3-4b-it,4,baseline,set,0.30998248686514884,0.17746478873239438,0.5363636363636364,177,635,153,355
google/gemma-3-4b-it,4,additive_verbs,unique_position,0.15142857142857144,0.14929577464788732,0.2878787878787879,95,991,235,355
google/gemma-3-4b-it,4,additive_verbs,set,0.3394109396914446,0.15774647887323945,0.6848484848484848,226,860,104,355
google/gemma-3-4b-it,4,all_verbs,unique_position,0.22831858407079647,0.21690140845070421,0.33636363636363636,111,701,219,355
google/gemma-3-4b-it,4,all_verbs,set,0.391304347826087,0.22816901408450704,0.6303030303030303,208,604,122,355
google/gemma-3-4b-it,4,context_pos,unique_position,0.2424778761061947,0.22816901408450704,0.3515151515151515,116,696,214,355
google/gemma-3-4b-it,4,context_pos,set,0.40557006092254133,0.23661971830985915,0.6545454545454545,216,596,114,355
google/gemma-3-4b-it,4,additive_pos,unique_position,0.15351194786386677,0.16056338028169015,0.2878787878787879,95,972,235,355
google/gemma-3-4b-it,4,additive_pos,set,0.3485064011379801,0.16901408450704225,0.696969696969697,230,837,100,355
google/gemma-3-4b-it,5,baseline,unique_position,0.1882770870337478,0.17134831460674158,0.2891566265060241,96,714,236,356
google/gemma-3-4b-it,5,baseline,set,0.31523642732049034,0.1797752808988764,0.5421686746987951,180,630,152,356
google/gemma-3-4b-it,5,additive_verbs,unique_position,0.15417558886509636,0.14887640449438203,0.2921686746987952,97,988,235,356
google/gemma-3-4b-it,5,additive_verbs,set,0.3447792571829012,0.15730337078651685,0.6927710843373494,230,855,102,356
google/gemma-3-4b-it,5,all_verbs,unique_position,0.23342175066312998,0.21910112359550563,0.34036144578313254,113,697,219,356
google/gemma-3-4b-it,5,all_verbs,set,0.3982608695652174,0.2303370786516854,0.6385542168674698,212,598,120,356
google/gemma-3-4b-it,5,context_pos,unique_position,0.2475685234305924,0.2303370786516854,0.35542168674698793,118,692,214,356
google/gemma-3-4b-it,5,context_pos,set,0.412532637075718,0.23876404494382023,0.6626506024096386,220,590,112,356
google/gemma-3-4b-it,5,additive_pos,unique_position,0.1561822125813449,0.1601123595505618,0.2921686746987952,97,970,235,356
google/gemma-3-4b-it,5,additive_pos,set,0.3536931818181818,0.16853932584269662,0.7048192771084337,234,833,98,356
openai/gpt-5.4,1,baseline,unique_position,0.5940054495912807,0.6243093922651933,0.5821325648414986,202,199,145,362
openai/gpt-5.4,1,baseline,set,0.7379679144385026,0.6685082872928176,0.7953890489913544,276,125,71,362
openai/gpt-5.4,1,additive_verbs,unique_position,0.5721784776902887,0.5966850828729282,0.5821325648414986,202,227,145,362
openai/gpt-5.4,1,additive_verbs,set,0.711340206185567,0.6325966850828729,0.7953890489913544,276,153,71,362
openai/gpt-5.4,1,all_verbs,unique_position,0.5601092896174863,0.5966850828729282,0.5446685878962536,189,212,158,362
openai/gpt-5.4,1,all_verbs,set,0.7014725568942436,0.6325966850828729,0.7521613832853026,261,140,86,362
openai/gpt-5.4,1,context_pos,unique_position,0.5683060109289617,0.6022099447513812,0.553314121037464,192,209,155,362
openai/gpt-5.4,1,context_pos,set,0.7131367292225201,0.643646408839779,0.7665706051873199,266,135,81,362
openai/gpt-5.4,1,additive_pos,unique_position,0.5797872340425532,0.5994475138121547,0.5821325648414986,202,217,145,362
openai/gpt-5.4,1,additive_pos,set,0.7232375979112271,0.6408839779005525,0.7982708933717579,277,142,70,362
openai/gpt-5.4,2,baseline,unique_position,0.5877551020408164,0.6077348066298343,0.5734870317002881,199,203,148,362
openai/gpt-5.4,2,baseline,set,0.7369826435246996,0.649171270718232,0.7953890489913544,276,126,71,362
openai/gpt-5.4,2,additive_verbs,unique_position,0.5676741130091985,0.5828729281767956,0.5734870317002881,199,229,148,362
openai/gpt-5.4,2,additive_verbs,set,0.712258064516129,0.6187845303867403,0.7953890489913544,276,152,71,362
openai/gpt-5.4,2,all_verbs,unique_position,0.5538881309686221,0.5828729281767956,0.5360230547550432,186,216,161,362
openai/gpt-5.4,2,all_verbs,set,0.7005347593582888,0.6187845303867403,0.7521613832853026,261,141,86,362
openai/gpt-5.4,2,context_pos,unique_position,0.5648021828103683,0.5883977900552486,0.547550432276657,190,212,157,362
openai/gpt-5.4,2,context_pos,set,0.714859437751004,0.6270718232044199,0.7694524495677233,267,135,80,362
openai/gpt-5.4,2,additive_pos,unique_position,0.5752330226364847,0.585635359116022,0.5734870317002881,199,219,148,362
openai/gpt-5.4,2,additive_pos,set,0.7241830065359477,0.6243093922651933,0.7982708933717579,277,141,70,362
openai/gpt-5.4,3,baseline,unique_position,0.5953360768175583,0.6187845303867403,0.5826086956521739,201,196,144,362
openai/gpt-5.4,3,baseline,set,0.7439353099730458,0.6657458563535912,0.8,276,121,69,362
openai/gpt-5.4,3,additive_verbs,unique_position,0.5771276595744681,0.5966850828729282,0.5826086956521739,201,219,144,362
openai/gpt-5.4,3,additive_verbs,set,0.7215686274509804,0.638121546961326,0.8,276,144,69,362
openai/gpt-5.4,3,all_verbs,unique_position,0.5659340659340659,0.5966850828729282,0.5507246376811594,190,207,155,362
openai/gpt-5.4,3,all_verbs,set,0.7142857142857143,0.638121546961326,0.7652173913043478,264,133,81,362
openai/gpt-5.4,3,context_pos,unique_position,0.5741758241758241,0.6022099447513812,0.5594202898550724,193,204,152,362
openai/gpt-5.4,3,context_pos,set,0.7233468286099866,0.6464088397790055,0.7768115942028986,268,129,77,362
openai/gpt-5.4,3,additive_pos,unique_position,0.5825503355704698,0.5994475138121547,0.5826086956521739,201,212,144,362
openai/gpt-5.4,3,additive_pos,set,0.7308707124010554,0.643646408839779,0.8028985507246377,277,136,68,362
openai/gpt-5.4,4,baseline,unique_position,0.582995951417004,0.6215469613259669,0.5751445086705202,199,210,147,362
openai/gpt-5.4,4,baseline,set,0.7417218543046358,0.6685082872928176,0.8092485549132948,280,129,66,362
openai/gpt-5.4,4,additive_verbs,unique_position,0.5617685305591678,0.5966850828729282,0.5751445086705202,199,238,147,362
openai/gpt-5.4,4,additive_verbs,set,0.7168367346938775,0.638121546961326,0.8092485549132948,280,157,66,362
openai/gpt-5.4,4,all_verbs,unique_position,0.5540540540540541,0.5994475138121547,0.5404624277456648,187,222,159,362
openai/gpt-5.4,4,all_verbs,set,0.7082228116710876,0.6408839779005525,0.7687861271676301,266,143,80,362
openai/gpt-5.4,4,context_pos,unique_position,0.5594594594594594,0.6022099447513812,0.546242774566474,189,220,157,362
openai/gpt-5.4,4,context_pos,set,0.7188328912466844,0.6464088397790055,0.7803468208092486,270,139,76,362
openai/gpt-5.4,4,additive_pos,unique_position,0.5699208443271768,0.5994475138121547,0.5751445086705202,199,227,147,362
openai/gpt-5.4,4,additive_pos,set,0.7270375161707633,0.643646408839779,0.8092485549132948,280,146,66,362
openai/gpt-5.4,5,baseline,unique_position,0.5815217391304348,0.6049723756906077,0.5739130434782609,198,209,147,362
openai/gpt-5.4,5,baseline,set,0.7420212765957447,0.6546961325966851,0.808695652173913,279,128,66,362
openai/gpt-5.4,5,additive_verbs,unique_position,0.5572916666666666,0.580110497237569,0.5739130434782609,198,241,147,362
openai/gpt-5.4,5,additive_verbs,set,0.7117346938775511,0.6215469613259669,0.808695652173913,279,160,66,362
openai/gpt-5.4,5,all_verbs,unique_position,0.5449591280653951,0.580110497237569,0.5333333333333333,184,223,161,362
openai/gpt-5.4,5,all_verbs,set,0.7003994673768309,0.6215469613259669,0.7594202898550725,262,145,83,362
openai/gpt-5.4,5,context_pos,unique_position,0.553133514986376,0.5828729281767956,0.5420289855072464,187,220,158,362
openai/gpt-5.4,5,context_pos,set,0.712,0.6298342541436464,0.7739130434782608,267,140,78,362
openai/gpt-5.4,5,additive_pos,unique_position,0.5683930942895087,0.5828729281767956,0.5739130434782609,198,226,147,362
openai/gpt-5.4,5,additive_pos,set,0.7256176853055917,0.6298342541436464,0.808695652173913,279,145,66,362
openai/gpt-5.4-mini,1,baseline,unique_position,0.4517704517704518,0.42265193370165743,0.4883720930232558,168,316,176,362
openai/gpt-5.4-mini,1,baseline,set,0.5845410628019324,0.4447513812154696,0.7034883720930233,242,242,102,362
openai/gpt-5.4-mini,1,additive_verbs,unique_position,0.3931987247608927,0.39779005524861877,0.4883720930232558,168,438,176,362
openai/gpt-5.4-mini,1,additive_verbs,set,0.5603357817418678,0.4143646408839779,0.7645348837209303,263,343,81,362
openai/gpt-5.4-mini,1,all_verbs,unique_position,0.463980463980464,0.43370165745856354,0.49127906976744184,169,315,175,362
openai/gpt-5.4-mini,1,all_verbs,set,0.5990338164251208,0.4585635359116022,0.7063953488372093,243,241,101,362
openai/gpt-5.4-mini,1,context_pos,unique_position,0.4951219512195122,0.45027624309392267,0.5290697674418605,182,302,162,362
openai/gpt-5.4-mini,1,context_pos,set,0.6352657004830918,0.48066298342541436,0.752906976744186,259,225,85,362
openai/gpt-5.4-mini,1,additive_pos,unique_position,0.3969957081545064,0.4088397790055249,0.4883720930232558,168,429,176,362
openai/gpt-5.4-mini,1,additive_pos,set,0.5826271186440678,0.430939226519337,0.7877906976744186,271,326,73,362
openai/gpt-5.4-mini,2,baseline,unique_position,0.46522781774580335,0.4447513812154696,0.5156695156695157,181,310,170,362
openai/gpt-5.4-mini,2,baseline,set,0.6057007125890737,0.4723756906077348,0.7264957264957265,255,236,96,362
openai/gpt-5.4-mini,2,additive_verbs,unique_position,0.40501043841336115,0.4171270718232044,0.5156695156695157,181,434,170,362
openai/gpt-5.4-mini,2,additive_verbs,set,0.5802469135802469,0.43922651933701656,0.7863247863247863,276,339,75,362
openai/gpt-5.4-mini,2,all_verbs,unique_position,0.48201438848920863,0.45027624309392267,0.5242165242165242,184,307,167,362
openai/gpt-5.4-mini,2,all_verbs,set,0.6295857988165681,0.48066298342541436,0.7350427350427351,258,233,93,362
openai/gpt-5.4-mini,2,context_pos,unique_position,0.5077844311377245,0.46685082872928174,0.5527065527065527,194,297,157,362
openai/gpt-5.4-mini,2,context_pos,set,0.6627218934911243,0.5027624309392266,0.7749287749287749,272,219,79,362
openai/gpt-5.4-mini,2,additive_pos,unique_position,0.41014799154334036,0.430939226519337,0.5156695156695157,181,422,170,362
openai/gpt-5.4-mini,2,additive_pos,set,0.6020833333333333,0.4585635359116022,0.8034188034188035,282,321,69,362
openai/gpt-5.4-mini,3,baseline,unique_position,0.4636251541307028,0.43370165745856354,0.5,173,301,173,362
openai/gpt-5.4-mini,3,baseline,set,0.5878048780487805,0.4585635359116022,0.6965317919075145,241,233,105,362
openai/gpt-5.4-mini,3,additive_verbs,unique_position,0.4025695931477516,0.4143646408839779,0.5,173,424,173,362
openai/gpt-5.4-mini,3,additive_verbs,set,0.5665961945031712,0.43370165745856354,0.7630057803468208,264,333,82,362
openai/gpt-5.4-mini,3,all_verbs,unique_position,0.4876847290640394,0.4558011049723757,0.5144508670520231,178,296,168,362
openai/gpt-5.4-mini,3,all_verbs,set,0.6163215590742996,0.48342541436464087,0.7167630057803468,248,226,98,362
openai/gpt-5.4-mini,3,context_pos,unique_position,0.5024630541871922,0.4613259668508287,0.5346820809248555,185,289,161,362
openai/gpt-5.4-mini,3,context_pos,set,0.6390243902439025,0.494475138121547,0.7456647398843931,258,216,88,362
openai/gpt-5.4-mini,3,additive_pos,unique_position,0.4091403699673558,0.4198895027624309,0.5,173,409,173,362
openai/gpt-5.4-mini,3,additive_pos,set,0.5864661654135338,0.4447513812154696,0.7774566473988439,269,313,77,362
openai/gpt-5.4-mini,4,baseline,unique_position,0.46096654275092935,0.43370165745856354,0.5102040816326531,175,298,168,362
openai/gpt-5.4-mini,4,baseline,set,0.5857843137254902,0.4585635359116022,0.6967930029154519,239,234,104,362
openai/gpt-5.4-mini,4,additive_verbs,unique_position,0.39701173959445035,0.4116022099447514,0.5102040816326531,175,428,168,362
openai/gpt-5.4-mini,4,additive_verbs,set,0.5557894736842105,0.430939226519337,0.7551020408163265,259,344,84,362
openai/gpt-5.4-mini,4,all_verbs,unique_position,0.4777227722772277,0.4447513812154696,0.5131195335276968,176,297,167,362
openai/gpt-5.4-mini,4,all_verbs,set,0.6063569682151589,0.46685082872928174,0.7055393586005831,242,231,101,362
openai/gpt-5.4-mini,4,context_pos,unique_position,0.49566294919454773,0.4558011049723757,0.5393586005830904,185,288,158,362
openai/gpt-5.4-mini,4,context_pos,set,0.6348039215686274,0.48342541436464087,0.7434402332361516,255,218,88,362
openai/gpt-5.4-mini,4,additive_pos,unique_position,0.39914163090128757,0.4198895027624309,0.5102040816326531,175,423,168,362
openai/gpt-5.4-mini,4,additive_pos,set,0.5720338983050848,0.4447513812154696,0.7755102040816326,266,332,77,362
openai/gpt-5.4-mini,5,baseline,unique_position,0.470873786407767,0.4447513812154696,0.5348837209302325,184,307,160,362
openai/gpt-5.4-mini,5,baseline,set,0.5988023952095808,0.4696132596685083,0.7267441860465116,250,241,94,362
openai/gpt-5.4-mini,5,additive_verbs,unique_position,0.4088514225500527,0.4171270718232044,0.5348837209302325,184,432,160,362
openai/gpt-5.4-mini,5,additive_verbs,set,0.569055036344756,0.43646408839779005,0.7848837209302325,270,346,74,362
openai/gpt-5.4-mini,5,all_verbs,unique_position,0.4823386114494519,0.44751381215469616,0.5290697674418605,182,309,162,362
openai/gpt-5.4-mini,5,all_verbs,set,0.6107784431137725,0.4723756906077348,0.7267441860465116,250,241,94,362
openai/gpt-5.4-mini,5,context_pos,unique_position,0.5085158150851582,0.46408839779005523,0.561046511627907,193,298,151,362
openai/gpt-5.4-mini,5,context_pos,set,0.6419161676646706,0.494475138121547,0.7645348837209303,263,228,81,362
openai/gpt-5.4-mini,5,additive_pos,unique_position,0.4140127388535032,0.430939226519337,0.5348837209302325,184,423,160,362
openai/gpt-5.4-mini,5,additive_pos,set,0.5870020964360587,0.4558011049723757,0.8023255813953488,276,331,68,362
openai/gpt-oss-20b,1,baseline,unique_position,0.49702380952380953,0.5207756232686981,0.4740061162079511,155,196,172,361
openai/gpt-oss-20b,1,baseline,set,0.616519174041298,0.5484764542936288,0.6391437308868502,209,142,118,361
openai/gpt-oss-20b,1,additive_verbs,unique_position,0.4507422402159244,0.4986149584487535,0.4740061162079511,155,265,172,361
openai/gpt-oss-20b,1,additive_verbs,set,0.6026666666666667,0.5207756232686981,0.6758409785932722,221,199,106,361
openai/gpt-oss-20b,1,all_verbs,unique_position,0.5,0.5207756232686981,0.46788990825688076,153,198,174,361
openai/gpt-oss-20b,1,all_verbs,set,0.6301775147928994,0.5429362880886427,0.636085626911315,208,143,119,361
openai/gpt-oss-20b,1,context_pos,unique_position,0.5081723625557206,0.5290858725761773,0.47706422018348627,156,195,171,361
openai/gpt-oss-20b,1,context_pos,set,0.6460176991150443,0.5595567867036011,0.6513761467889908,213,138,114,361
openai/gpt-oss-20b,1,additive_pos,unique_position,0.4606896551724138,0.5069252077562327,0.4740061162079511,155,249,172,361
openai/gpt-oss-20b,1,additive_pos,set,0.617687074829932,0.5346260387811634,0.6758409785932722,221,183,106,361
openai/gpt-oss-20b,2,baseline,unique_position,0.4894894894894895,0.5013850415512465,0.4608433734939759,153,187,179,361
openai/gpt-oss-20b,2,baseline,set,0.6101190476190477,0.5346260387811634,0.6174698795180723,205,135,127,361
openai/gpt-oss-20b,2,additive_verbs,unique_position,0.4478021978021978,0.48476454293628807,0.4608433734939759,153,249,179,361
openai/gpt-oss-20b,2,additive_verbs,set,0.5943012211668928,0.5124653739612188,0.6506024096385542,216,186,116,361
openai/gpt-oss-20b,2,all_verbs,unique_position,0.5007496251874063,0.5069252077562327,0.4608433734939759,153,187,179,361
openai/gpt-oss-20b,2,all_verbs,set,0.6229508196721312,0.5373961218836565,0.6204819277108434,206,134,126,361
openai/gpt-oss-20b,2,context_pos,unique_position,0.5059880239520959,0.5124653739612188,0.46686746987951805,155,185,177,361
openai/gpt-oss-20b,2,context_pos,set,0.6359583952451708,0.5512465373961218,0.6325301204819277,210,130,122,361
openai/gpt-oss-20b,2,additive_pos,unique_position,0.45850914205344584,0.4903047091412742,0.4608433734939759,153,232,179,361
openai/gpt-oss-20b,2,additive_pos,set,0.6102635228848821,0.5235457063711911,0.6536144578313253,217,168,115,361
openai/gpt-oss-20b,3,baseline,unique_position,0.49343065693430654,0.511049723756906,0.46607669616519176,158,196,181,362
openai/gpt-oss-20b,3,baseline,set,0.6233766233766234,0.5524861878453039,0.6371681415929203,216,138,123,362
openai/gpt-oss-20b,3,additive_verbs,unique_position,0.4524765729585007,0.4889502762430939,0.46607669616519176,158,258,181,362
openai/gpt-oss-20b,3,additive_verbs,set,0.607661822985469,0.5193370165745856,0.6666666666666666,226,190,113,362
openai/gpt-oss-20b,3,all_verbs,unique_position,0.49411764705882355,0.5082872928176796,0.45722713864306785,155,199,184,362
openai/gpt-oss-20b,3,all_verbs,set,0.6289855072463768,0.5497237569060773,0.6283185840707964,213,141,126,362
openai/gpt-oss-20b,3,context_pos,unique_position,0.5051395007342144,0.5193370165745856,0.46017699115044247,156,198,183,362
openai/gpt-oss-20b,3,context_pos,set,0.6454413892908828,0.5662983425414365,0.640117994100295,217,137,122,362
openai/gpt-oss-20b,3,additive_pos,unique_position,0.46364883401920437,0.494475138121547,0.46607669616519176,158,240,181,362
openai/gpt-oss-20b,3,additive_pos,set,0.6278755074424899,0.5303867403314917,0.6696165191740413,227,171,112,362
openai/gpt-oss-20b,4,baseline,unique_position,0.4798807749627422,0.4986149584487535,0.4608433734939759,153,192,179,361
openai/gpt-oss-20b,4,baseline,set,0.6026587887740029,0.5263157894736842,0.6144578313253012,204,141,128,361
openai/gpt-oss-20b,4,additive_verbs,unique_position,0.44291609353507566,0.481994459833795,0.4608433734939759,153,248,179,361
openai/gpt-oss-20b,4,additive_verbs,set,0.5967302452316077,0.5041551246537396,0.6566265060240963,218,183,114,361
openai/gpt-oss-20b,4,all_verbs,unique_position,0.49700598802395207,0.5069252077562327,0.46987951807228917,156,189,176,361
openai/gpt-oss-20b,4,all_verbs,set,0.6201780415430267,0.5346260387811634,0.6265060240963856,208,137,124,361
openai/gpt-oss-20b,4,context_pos,unique_position,0.5052316890881914,0.5152354570637119,0.47289156626506024,157,188,175,361
openai/gpt-oss-20b,4,context_pos,set,0.6340740740740741,0.5484764542936288,0.6355421686746988,211,134,121,361
openai/gpt-oss-20b,4,additive_pos,unique_position,0.45034965034965035,0.48476454293628807,0.4608433734939759,153,236,179,361
openai/gpt-oss-20b,4,additive_pos,set,0.6121883656509696,0.5124653739612188,0.6596385542168675,219,170,113,361
openai/gpt-oss-20b,5,baseline,unique_position,0.4852941176470588,0.5193370165745856,0.46846846846846846,156,198,177,362
openai/gpt-oss-20b,5,baseline,set,0.6229985443959243,0.5497237569060773,0.6426426426426426,214,140,119,362
openai/gpt-oss-20b,5,additive_verbs,unique_position,0.4429530201342282,0.4972375690607735,0.46846846846846846,156,263,177,362
openai/gpt-oss-20b,5,additive_verbs,set,0.6031746031746031,0.5220994475138122,0.6756756756756757,225,194,108,362
openai/gpt-oss-20b,5,all_verbs,unique_position,0.4845814977973568,0.5082872928176796,0.45645645645645644,152,202,181,362
openai/gpt-oss-20b,5,all_verbs,set,0.6239067055393586,0.5469613259668509,0.6336336336336337,211,143,122,362
openai/gpt-oss-20b,5,context_pos,unique_position,0.49411764705882355,0.5193370165745856,0.4624624624624625,154,200,179,362
openai/gpt-oss-20b,5,context_pos,set,0.6394160583941606,0.5607734806629834,0.6456456456456456,215,139,118,362
openai/gpt-oss-20b,5,additive_pos,unique_position,0.45143638850889195,0.5027624309392266,0.46846846846846846,156,249,177,362
openai/gpt-oss-20b,5,additive_pos,set,0.6189189189189189,0.5331491712707183,0.6786786786786787,226,179,107,362
